age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,experience,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,marialstatus
30,0,non,641,sales,25,2,technical degree,475,4,Female,85,3,2,sales executive,3,Married,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,married
26,0,rarely,933,sales,1,3,life sciences,476,3,Male,57,3,2,sales executive,3,Married,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,married
21,0,frequently,756,sales,1,1,technical degree,478,1,Female,99,2,1,sales representative,2,Single,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,single
36,0,non,845,sales,1,5,medical,479,4,Female,45,3,2,sales executive,4,Single,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,single
36,0,frequently,541,sales,3,4,medical,481,1,Male,48,2,3,sales executive,4,Married,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,married
57,0,rarely,593,research & development,1,4,medical,482,4,Male,88,3,2,healthcare representative,3,Married,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,married
40,0,rarely,1171,research & development,10,4,life sciences,483,4,Female,46,4,1,laboratory technician,3,Married,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,married
21,0,non,895,sales,9,2,medical,484,1,Male,39,3,1,sales representative,4,Single,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,single
33,0,rarely,350,sales,5,3,marketing,485,4,Female,34,3,1,sales representative,3,Single,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,single
37,0,rarely,921,research & development,10,3,medical,486,3,Female,98,3,1,laboratory technician,1,Married,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,married
46,0,non,1144,research & development,7,4,medical,487,3,Female,30,3,2,manufacturing director,3,Married,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,married
41,0,frequently,143,sales,4,3,marketing,488,1,Male,56,3,2,sales executive,2,Single,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,single
50,0,rarely,1046,research & development,10,3,technical degree,491,4,Male,100,2,3,healthcare representative,4,Single,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,single
40,0,rarely,575,sales,22,2,marketing,492,3,Male,68,2,2,sales executive,3,Married,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,married
31,0,rarely,408,research & development,9,4,life sciences,493,3,Male,42,2,1,research scientist,2,Single,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,single
21,0,rarely,156,sales,12,3,life sciences,494,3,Female,90,4,1,sales representative,2,Single,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,single
29,0,rarely,1283,research & development,23,3,life sciences,495,4,Male,54,3,1,research scientist,4,Single,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,single
35,0,rarely,755,research & development,9,4,life sciences,496,3,Male,97,2,2,healthcare representative,2,Single,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,single
27,0,rarely,1469,research & development,1,2,medical,497,4,Male,82,3,1,laboratory technician,2,Divorced,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,divorced
28,0,rarely,304,sales,9,4,life sciences,498,2,Male,92,3,2,sales executive,4,Single,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,single
51,0,rarely,1178,sales,14,2,life sciences,500,3,Female,87,3,2,sales executive,4,Married,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,married
36,0,rarely,329,research & development,2,3,life sciences,501,4,Female,96,3,1,research scientist,3,Married,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,married
34,0,non,1362,sales,19,3,marketing,502,1,Male,67,4,2,sales executive,4,Single,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,single
55,0,rarely,1311,research & development,2,3,life sciences,505,3,Female,97,3,4,manager,4,Single,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,single
24,0,rarely,1371,sales,10,4,marketing,507,4,Female,77,3,2,sales executive,3,Divorced,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,divorced
30,0,rarely,202,sales,2,1,technical degree,508,3,Male,72,3,1,sales representative,2,Married,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,married
26,0,frequently,575,research & development,3,1,technical degree,510,3,Male,73,3,1,research scientist,1,Single,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,single
22,0,rarely,253,research & development,11,3,medical,511,1,Female,43,3,1,research scientist,2,Married,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,married
36,0,rarely,164,sales,2,2,medical,513,2,Male,61,2,3,sales executive,3,Married,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,married
30,0,frequently,464,research & development,4,3,technical degree,514,3,Male,40,3,1,research scientist,4,Single,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,single
37,0,rarely,1107,research & development,14,3,life sciences,515,4,Female,95,3,1,laboratory technician,1,Divorced,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,divorced
40,0,rarely,759,sales,2,2,marketing,516,4,Female,46,3,2,sales executive,2,Divorced,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,divorced
42,0,rarely,201,research & development,1,4,life sciences,517,2,Female,95,3,1,laboratory technician,1,Divorced,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,divorced
37,0,rarely,1305,research & development,10,4,life sciences,518,3,Male,49,3,2,manufacturing director,2,Single,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,single
43,0,rarely,982,research & development,12,3,life sciences,520,1,Male,59,2,4,research director,2,Divorced,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,divorced
40,0,rarely,555,research & development,2,3,medical,521,2,Female,78,2,2,laboratory technician,3,Married,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,married
34,0,non,1381,sales,4,4,marketing,523,3,Female,72,3,2,sales executive,3,Married,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,married
31,0,rarely,480,research & development,7,2,medical,524,2,Female,31,3,2,manufacturing director,1,Married,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,married
43,0,frequently,313,research & development,21,3,medical,525,4,Male,61,3,1,laboratory technician,4,Married,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,married
25,0,rarely,891,sales,4,2,life sciences,527,2,Female,99,2,2,sales executive,4,Single,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,single
37,0,non,1063,research & development,25,5,medical,529,2,Female,72,3,2,research scientist,3,Married,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,married
31,0,rarely,329,research & development,1,2,life sciences,530,4,Male,98,2,1,laboratory technician,1,Married,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,married
56,0,frequently,906,sales,6,3,life sciences,532,3,Female,86,4,4,sales executive,1,Married,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,married
30,0,rarely,1082,sales,12,3,technical degree,533,2,Female,83,3,2,sales executive,3,Single,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,single
41,0,rarely,645,sales,1,3,marketing,534,2,Male,49,4,3,sales executive,1,Married,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,married
28,0,rarely,1300,research & development,17,2,medical,536,3,Male,79,3,2,laboratory technician,1,Divorced,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,divorced
25,0,rarely,688,research & development,3,3,medical,538,1,Male,91,3,1,laboratory technician,1,Married,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,married
52,0,rarely,319,research & development,3,3,medical,543,4,Male,39,2,3,manufacturing director,3,Married,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,married
45,0,rarely,192,research & development,10,2,life sciences,544,1,Male,69,3,1,research scientist,4,Married,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,married
52,0,rarely,1490,research & development,4,2,life sciences,546,4,Female,30,3,4,manager,4,Married,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,married
42,0,frequently,532,research & development,29,2,life sciences,547,1,Female,92,3,2,research scientist,3,Divorced,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,divorced
30,0,rarely,317,research & development,2,3,life sciences,548,3,Female,43,1,2,manufacturing director,4,Single,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,single
46,0,rarely,1485,research & development,18,3,medical,550,3,Female,87,3,2,manufacturing director,3,Divorced,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,divorced
42,0,frequently,1368,research & development,28,4,technical degree,551,4,Female,88,2,2,healthcare representative,4,Married,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,married
24,0,rarely,1448,sales,1,1,technical degree,554,1,Female,62,3,1,sales representative,2,Single,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,single
34,0,frequently,296,sales,6,2,marketing,555,4,Female,33,1,1,sales representative,3,Divorced,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,divorced
38,0,frequently,1490,research & development,2,2,life sciences,556,4,Male,42,3,1,laboratory technician,4,Married,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,married
26,0,rarely,1349,research & development,23,3,life sciences,560,1,Female,90,3,1,research scientist,4,Divorced,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,divorced
30,0,non,1400,research & development,3,3,life sciences,562,3,Male,53,3,1,laboratory technician,4,Married,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,married
29,0,rarely,986,research & development,3,4,medical,564,2,Male,93,2,3,research director,3,Married,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,married
29,0,rarely,408,research & development,25,5,technical degree,565,3,Female,71,2,1,research scientist,2,Married,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,married
19,0,rarely,489,human resources,2,2,technical degree,566,1,Male,52,2,1,human resources,4,Single,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,single
57,0,rarely,210,sales,29,3,marketing,568,1,Male,56,2,4,manager,4,Divorced,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,divorced
30,0,non,1116,research & development,2,3,medical,571,3,Female,49,3,1,laboratory technician,4,Single,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,single
60,0,frequently,1499,sales,28,3,marketing,573,3,Female,80,2,3,sales executive,1,Married,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,married
47,0,rarely,983,research & development,2,2,medical,574,1,Female,65,3,2,manufacturing director,4,Divorced,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,divorced
35,0,rarely,144,research & development,22,3,life sciences,577,4,Male,46,1,1,laboratory technician,3,Single,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,single
54,0,rarely,548,research & development,8,4,life sciences,578,3,Female,42,3,2,laboratory technician,3,Single,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,single
34,0,rarely,1303,research & development,2,4,life sciences,579,4,Male,62,2,1,research scientist,3,Divorced,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,divorced
46,0,rarely,1125,sales,10,3,marketing,580,3,Female,94,2,3,sales executive,4,Married,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,married
31,0,rarely,1274,research & development,9,1,life sciences,581,3,Male,33,3,3,manufacturing director,2,Divorced,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,divorced
33,0,rarely,1277,research & development,15,1,medical,582,2,Male,56,3,3,manager,3,Married,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,married
33,0,rarely,587,research & development,10,1,medical,584,1,Male,38,1,1,laboratory technician,4,Divorced,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,divorced
30,0,rarely,413,sales,7,1,marketing,585,4,Male,57,3,1,sales representative,2,Single,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,single
35,0,rarely,1276,research & development,16,3,life sciences,586,4,Male,72,3,3,healthcare representative,3,Married,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,married
31,0,frequently,534,research & development,20,3,life sciences,587,1,Male,66,3,3,healthcare representative,3,Married,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,married
34,0,frequently,988,human resources,23,3,human resources,590,2,Female,43,3,3,human resources,1,Divorced,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,divorced
36,0,non,635,sales,10,4,medical,592,2,Male,32,3,3,sales executive,4,Single,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,single
22,0,frequently,1368,research & development,4,1,technical degree,593,3,Male,99,2,1,laboratory technician,3,Single,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,single
48,0,rarely,163,sales,2,5,marketing,595,2,Female,37,3,2,sales executive,4,Married,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,married
41,0,non,267,sales,10,2,life sciences,599,4,Male,56,3,2,sales executive,4,Single,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,single
35,0,rarely,619,sales,1,3,marketing,600,2,Male,85,3,2,sales executive,3,Married,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,married
40,0,rarely,302,research & development,6,3,life sciences,601,2,Female,75,3,4,manufacturing director,3,Single,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,single
39,0,frequently,443,research & development,8,1,life sciences,602,3,Female,48,3,1,laboratory technician,3,Married,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,married
31,0,rarely,828,sales,2,1,life sciences,604,2,Male,77,3,2,sales executive,4,Single,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,single
42,0,rarely,319,research & development,24,3,medical,605,4,Male,56,3,3,manufacturing director,1,Married,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,married
26,0,frequently,426,human resources,17,4,life sciences,608,2,Female,58,3,1,human resources,3,Divorced,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,divorced
29,0,rarely,232,research & development,19,3,technical degree,611,4,Male,34,3,2,manufacturing director,4,Divorced,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,divorced
33,0,rarely,922,research & development,1,5,medical,612,1,Female,95,4,4,research director,3,Divorced,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,divorced
31,0,rarely,688,sales,7,3,life sciences,613,3,Male,44,2,3,manager,4,Divorced,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,divorced
18,0,frequently,1306,sales,5,3,marketing,614,2,Male,69,3,1,sales representative,2,Single,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,single
26,0,rarely,775,sales,29,2,medical,618,1,Male,45,3,2,sales executive,3,Divorced,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,divorced
35,0,rarely,195,sales,1,3,medical,620,1,Female,80,3,2,sales executive,3,Single,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,single
34,0,rarely,258,sales,21,4,life sciences,621,4,Male,74,4,2,sales executive,4,Single,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,single
26,0,rarely,471,research & development,24,3,technical degree,622,3,Male,66,1,1,laboratory technician,4,Single,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,single
37,0,rarely,799,research & development,1,3,technical degree,623,2,Female,59,3,3,manufacturing director,4,Single,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,single
46,0,frequently,1034,research & development,18,1,medical,624,1,Female,86,3,3,healthcare representative,3,Married,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,married
41,0,rarely,1276,sales,2,5,life sciences,625,2,Female,91,3,4,manager,1,Married,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,married
37,0,non,142,sales,9,4,medical,626,1,Male,69,3,3,sales executive,2,Divorced,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,divorced
52,0,rarely,956,research & development,6,2,technical degree,630,4,Male,78,3,2,research scientist,1,Divorced,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,divorced
24,0,frequently,535,sales,24,3,medical,632,4,Male,38,3,1,sales representative,4,Married,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,married
38,0,rarely,1495,research & development,10,3,medical,634,3,Female,76,3,2,healthcare representative,3,Married,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,married
37,0,rarely,446,research & development,1,4,life sciences,635,2,Female,65,3,2,manufacturing director,2,Married,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,married
24,0,rarely,691,research & development,23,3,medical,639,2,Male,89,4,1,research scientist,4,Married,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,married
26,0,rarely,703,sales,28,2,marketing,641,1,Male,66,3,2,sales executive,2,Married,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,married
25,0,rarely,622,sales,13,1,medical,645,2,Male,40,3,1,sales representative,3,Married,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,married
24,0,frequently,1287,research & development,7,3,life sciences,647,1,Female,55,3,1,laboratory technician,3,Married,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,married
30,0,frequently,448,sales,12,4,life sciences,648,2,Male,74,2,1,sales representative,1,Married,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,married
34,0,rarely,254,research & development,1,2,life sciences,649,2,Male,83,2,1,research scientist,4,Married,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,married
31,0,rarely,1365,sales,13,4,medical,650,2,Male,46,3,2,sales executive,1,Divorced,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,divorced
31,0,rarely,525,sales,6,4,medical,653,1,Male,66,4,2,sales executive,4,Divorced,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,divorced
27,0,rarely,798,research & development,6,4,medical,655,1,Female,66,2,1,research scientist,3,Divorced,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,divorced
37,0,rarely,558,sales,2,3,marketing,656,4,Male,75,3,2,sales executive,3,Married,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,married
20,0,rarely,959,research & development,1,3,life sciences,657,4,Female,83,2,1,research scientist,2,Single,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,single
42,0,rarely,622,research & development,2,4,life sciences,659,3,Female,81,3,2,healthcare representative,4,Married,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,married
38,0,rarely,362,research & development,1,1,life sciences,662,3,Female,43,3,1,research scientist,1,Single,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,single
43,0,frequently,1001,research & development,9,5,medical,663,4,Male,72,3,2,laboratory technician,3,Divorced,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,divorced
48,0,rarely,1236,research & development,1,4,life sciences,664,4,Female,40,2,4,manager,1,Married,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,married
44,0,rarely,1112,human resources,1,4,life sciences,665,1,Female,50,2,2,human resources,3,Single,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,single
34,0,rarely,204,sales,14,3,technical degree,666,3,Female,31,3,1,sales representative,3,Divorced,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,divorced
27,0,rarely,1420,sales,2,1,marketing,667,3,Male,85,3,1,sales representative,1,Divorced,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,divorced
21,0,rarely,1343,sales,22,1,technical degree,669,3,Male,49,3,1,sales representative,3,Single,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,single
22,0,rarely,604,research & development,6,1,medical,675,1,Male,69,3,1,research scientist,3,Married,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,married
33,0,rarely,1216,sales,8,4,marketing,677,3,Male,39,3,2,sales executive,3,Divorced,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,divorced
32,0,rarely,646,research & development,9,4,life sciences,679,1,Female,92,3,2,research scientist,4,Married,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,married
30,0,frequently,160,research & development,3,3,medical,680,3,Female,71,3,1,research scientist,3,Divorced,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,divorced
53,0,rarely,238,sales,1,1,medical,682,4,Female,34,3,2,sales executive,1,Single,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,single
34,0,rarely,1397,research & development,1,5,life sciences,683,2,Male,42,3,1,research scientist,4,Married,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,married
45,0,frequently,306,sales,26,4,life sciences,684,1,Female,100,3,2,sales executive,1,Married,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,married
26,0,rarely,991,research & development,6,3,life sciences,686,3,Female,71,3,1,laboratory technician,4,Married,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,married
29,0,rarely,1176,sales,3,2,medical,690,2,Female,62,3,2,sales executive,3,Married,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,married
35,0,rarely,1017,research & development,6,4,life sciences,691,2,Male,82,1,2,research scientist,4,Single,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,single
33,0,frequently,1296,research & development,6,3,life sciences,692,3,Male,30,3,2,healthcare representative,4,Divorced,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,divorced
54,0,rarely,397,human resources,19,4,medical,698,3,Male,88,3,3,human resources,2,Married,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,married
36,0,rarely,913,research & development,9,2,medical,699,2,Male,48,2,2,manufacturing director,2,Divorced,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,divorced
27,0,rarely,1115,research & development,3,4,medical,700,1,Male,54,2,1,research scientist,4,Single,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,single
20,0,rarely,1362,research & development,10,1,medical,701,4,Male,32,3,1,research scientist,3,Single,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,single
33,0,frequently,1076,research & development,3,3,life sciences,702,1,Male,70,3,1,research scientist,1,Single,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,single
35,0,non,727,research & development,3,3,life sciences,704,3,Male,41,2,1,laboratory technician,3,Married,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,married
23,0,rarely,885,research & development,4,3,medical,705,1,Male,58,4,1,research scientist,1,Married,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,married
25,0,rarely,810,sales,8,3,life sciences,707,4,Male,57,4,2,sales executive,2,Married,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,married
38,0,rarely,243,sales,7,4,marketing,709,4,Female,46,2,2,sales executive,4,Single,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,single
29,0,frequently,806,research & development,1,4,life sciences,710,2,Male,76,1,1,research scientist,4,Divorced,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,divorced
48,0,rarely,817,sales,2,1,marketing,712,2,Male,56,4,2,sales executive,2,Married,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,married
27,0,frequently,1410,sales,3,1,medical,714,4,Female,71,4,2,sales executive,4,Divorced,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,divorced
37,0,rarely,1225,research & development,10,2,life sciences,715,4,Male,80,4,1,research scientist,4,Single,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,single
50,0,rarely,1207,research & development,28,1,medical,716,4,Male,74,4,1,laboratory technician,3,Married,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,married
34,0,rarely,1442,research & development,9,3,medical,717,4,Female,46,2,3,healthcare representative,2,Single,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,single
24,0,rarely,693,sales,3,2,life sciences,720,1,Female,65,3,2,sales executive,3,Single,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,single
39,0,rarely,408,research & development,2,4,technical degree,721,4,Female,80,2,2,healthcare representative,3,Single,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,single
32,0,rarely,929,sales,10,3,marketing,722,4,Male,55,3,2,sales executive,4,Single,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,single
50,0,frequently,562,sales,8,2,technical degree,723,2,Male,50,3,2,sales executive,3,Married,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,married
38,0,rarely,827,research & development,1,4,life sciences,724,2,Female,33,4,2,healthcare representative,4,Single,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8,single
27,0,rarely,608,research & development,1,2,life sciences,725,3,Female,68,3,3,manufacturing director,1,Married,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,married
32,0,rarely,1018,research & development,3,2,life sciences,727,3,Female,39,3,3,research director,4,Single,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,single
47,0,rarely,703,sales,14,4,marketing,728,4,Male,42,3,2,sales executive,1,Single,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,single
40,0,frequently,580,sales,5,4,life sciences,729,4,Male,48,2,3,sales executive,1,Married,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,married
53,0,rarely,970,research & development,7,3,life sciences,730,3,Male,59,4,4,research director,3,Married,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,married
60,0,rarely,1179,sales,16,4,marketing,732,1,Male,84,3,2,sales executive,1,Single,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,single
27,0,frequently,294,research & development,10,2,life sciences,733,4,Male,32,3,3,manufacturing director,1,Divorced,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,divorced
50,0,rarely,316,sales,8,4,marketing,738,4,Male,54,3,1,sales representative,2,Married,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,married
28,0,rarely,654,research & development,1,2,life sciences,741,1,Female,67,1,1,research scientist,2,Single,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,single
36,0,non,427,research & development,8,3,life sciences,742,1,Female,63,4,3,research director,1,Married,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,married
38,0,rarely,168,research & development,1,3,life sciences,743,3,Female,81,3,3,manufacturing director,3,Single,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,single
44,0,non,381,research & development,24,3,medical,744,1,Male,49,1,1,laboratory technician,3,Single,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,single
47,0,frequently,217,sales,3,3,medical,746,4,Female,49,3,4,sales executive,3,Divorced,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,divorced
30,0,rarely,501,sales,27,5,marketing,747,3,Male,99,3,2,sales executive,4,Divorced,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,divorced
29,0,rarely,1396,sales,10,3,life sciences,749,3,Male,99,3,1,sales representative,3,Single,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,single
42,0,frequently,933,research & development,19,3,medical,752,3,Male,57,4,1,research scientist,3,Divorced,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,divorced
43,0,frequently,775,sales,15,3,life sciences,754,4,Male,47,2,2,sales executive,4,Married,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,married
34,0,rarely,970,research & development,8,2,medical,757,2,Female,96,3,2,healthcare representative,3,Single,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,single
